sample_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	filter_all
20170907-A01	TRUE	0.465304073801113	FALSE	0.149795030834492	TRUE	FALSE	0.0307933939365094	0.0939548902452322	FALSE	FALSE
20170907-A02	TRUE	0.332256050165838	TRUE	0.0695244777717026	TRUE	TRUE	0.0328206833485743	0.0805615346758599	FALSE	TRUE
20170907-A03	TRUE	0.398354065998537	TRUE	0.162337523172705	TRUE	FALSE	0.0316182052212944	0.0915657483742127	FALSE	FALSE
20170907-A04	FALSE	0.507738770401578	FALSE	0.292436392942071	FALSE	FALSE	0.0367574281444679	0.126758642817037	FALSE	FALSE
20170907-A05	TRUE	0.309608227443899	TRUE	0.0424570517202096	TRUE	TRUE	0.0403340059245267	0.086242012380275	FALSE	TRUE
20170907-A06	TRUE	0.36303953195516	TRUE	0.0847902309859701	TRUE	TRUE	0.035175017158545	0.0898247920100775	FALSE	TRUE
20170907-A07	TRUE	0.301490782353653	TRUE	0.0215611496595078	TRUE	TRUE	0.130930145685469	0.196443960193871	FALSE	FALSE
20170907-A08	FALSE	0.483354743400347	FALSE	0.246871755981426	FALSE	FALSE	0.0481178396072013	0.187744082168482	FALSE	FALSE
20170907-A09	FALSE	0.36828585026067	TRUE	0.182057889374963	FALSE	TRUE	0.054782281576225	0.210480038520317	FALSE	FALSE
20170907-A10	TRUE	0.34327343265305	TRUE	0.0926301025143871	TRUE	TRUE	0.0542887681482141	0.142473173340616	FALSE	TRUE
20170907-A11	TRUE	0.372821342715154	TRUE	0.1228915729434	TRUE	FALSE	0.0398502514602738	0.101811756822535	FALSE	FALSE
20170907-A12	TRUE	0.321111942474712	TRUE	0.0492323260733983	TRUE	TRUE	0.082901232651287	0.143831914606134	FALSE	TRUE
20170907-B01	TRUE	0.316851135968329	TRUE	0.0435979139557996	TRUE	TRUE	0.0436407219402143	0.0899626977661536	FALSE	TRUE
20170907-B02	TRUE	0.354629023384032	TRUE	0.0523216529552621	TRUE	TRUE	0.0360426696875295	0.0926682303883242	FALSE	FALSE
20170907-B03	FALSE	0.589042926746291	FALSE	0.433802442125181	FALSE	FALSE	0.0579655818708468	0.193806950210177	FALSE	FALSE
20170907-B04	FALSE	0.48928678318922	FALSE	0.147583349078205	TRUE	FALSE	0.036779065225882	0.111839930273796	FALSE	FALSE
20170907-B05	TRUE	0.339448226630549	TRUE	0.0495688153916884	TRUE	TRUE	0.038765759254798	0.0871946078148976	FALSE	TRUE
20170907-B06	TRUE	0.347622990719277	TRUE	0.0646727129844031	TRUE	TRUE	0.0356053082964702	0.0837217900485134	FALSE	TRUE
20170907-B07	TRUE	0.341084492415027	TRUE	0.0495198872267536	TRUE	TRUE	0.0422886156883947	0.0915442127102121	FALSE	TRUE
20170907-B08	TRUE	0.303521165569492	TRUE	0.0351894585867327	TRUE	TRUE	0.0513178118062276	0.0994889667283174	FALSE	TRUE
20170907-B09	TRUE	0.341175723303766	TRUE	0.0627191491305076	TRUE	TRUE	0.0365695792880259	0.0860091898375668	FALSE	TRUE
20170907-B10	TRUE	0.36623073610301	TRUE	0.0814808443289924	TRUE	TRUE	0.036694535934465	0.0929369422706178	FALSE	TRUE
20170907-B11	TRUE	0.36926051738435	TRUE	0.0647842008490419	TRUE	TRUE	0.0349143610013175	0.0911175025024962	FALSE	TRUE
20170907-B12	TRUE	0.41504354528825	TRUE	0.0557322427446738	TRUE	TRUE	0.0388807008075063	0.0990147777215525	FALSE	FALSE
