sample_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	filter_all
20170913-A01	TRUE	0.333669205614394	TRUE	0.0865800756514312	TRUE	TRUE	0.0287402684498528	0.0846881308126941	FALSE	TRUE
20170913-A02	TRUE	0.45872695906619	FALSE	0.146185034571804	TRUE	TRUE	0.0297990011969128	0.103525268757326	FALSE	TRUE
20170913-A03	FALSE	0.5825558088269	FALSE	0.302427264423581	FALSE	FALSE	0.0432572494264825	0.170712159377147	FALSE	FALSE
20170913-A04	TRUE	0.354096305471642	TRUE	0.0798812397279585	TRUE	TRUE	0.0327665985150113	0.0975136113099566	FALSE	TRUE
20170913-A05	TRUE	0.482722030164314	FALSE	0.140889778992091	TRUE	TRUE	0.0308041504539559	0.103037397614846	FALSE	TRUE
20170913-A06	TRUE	0.390746103029147	TRUE	0.126149650183802	TRUE	TRUE	0.0284540617773684	0.0939007485068558	FALSE	TRUE
20170913-A07	TRUE	0.465654333862257	FALSE	0.193763221446356	FALSE	FALSE	0.0322455979324171	0.120780532545409	FALSE	FALSE
20170913-A08	TRUE	0.416764101609127	TRUE	0.169275058885109	FALSE	TRUE	0.029107400535972	0.101477592404675	FALSE	FALSE
20170913-A09	TRUE	0.336055446737984	TRUE	0.16176029211315	TRUE	TRUE	0.0271618123563166	0.0958911530389531	FALSE	TRUE
20170913-A10	TRUE	0.399001669209082	TRUE	0.156310132570724	TRUE	FALSE	0.0253009589879616	0.1005106492901	FALSE	FALSE
20170913-A11	TRUE	0.37576023058399	TRUE	0.201007015468756	FALSE	FALSE	0.0265068696520636	0.0999343014431028	FALSE	FALSE
20170913-A12	TRUE	0.43453020249596	TRUE	0.0966498903806097	TRUE	TRUE	0.0372024558401691	0.108634684955778	FALSE	TRUE
20170913-B01	TRUE	0.479563819845676	FALSE	0.310703683525867	FALSE	FALSE	0.0255322955806048	0.114576864449839	FALSE	FALSE
20170913-B02	TRUE	0.33503064399962	TRUE	0.240667360130464	FALSE	FALSE	0.0239372993903164	0.0885091997459169	FALSE	FALSE
20170913-B03	TRUE	0.375712789678294	TRUE	0.1831123415416	FALSE	FALSE	0.0274329593379486	0.105311745332349	FALSE	FALSE
20170913-B04	TRUE	0.348278953640129	TRUE	0.142496598544688	TRUE	TRUE	0.0243429521124925	0.0804600659753033	FALSE	TRUE
20170913-B05	TRUE	0.378555701579551	TRUE	0.154837238612716	TRUE	TRUE	0.0239906141273566	0.0877852241547226	FALSE	TRUE
20170913-B06	TRUE	0.35607178258738	TRUE	0.0859954002847443	TRUE	TRUE	0.0319704950434526	0.0901704675701106	FALSE	TRUE
20170913-B07	TRUE	0.394010269620017	TRUE	0.159468096875677	TRUE	TRUE	0.028004142971605	0.095285444500922	FALSE	TRUE
20170913-B08	TRUE	0.375635600831248	TRUE	0.188845669014023	FALSE	TRUE	0.0267280935806413	0.0944429512884741	FALSE	FALSE
20170913-B09	TRUE	0.342328043014716	TRUE	0.105914309507177	TRUE	TRUE	0.0272858540220783	0.088224287097376	FALSE	TRUE
