sample_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	filter_all
20170921-A01	TRUE	0.387689609337386	TRUE	0.149218341182627	TRUE	TRUE	0.0293059360730594	0.11317149273287	FALSE	TRUE
20170921-A02	TRUE	0.324203334544563	TRUE	0.0968623295101083	TRUE	TRUE	0.0352751331289334	0.106747661847046	FALSE	TRUE
20170921-A03	TRUE	0.295547133625692	TRUE	0.0636372897741189	TRUE	TRUE	0.0518410027589496	0.13521623761826	FALSE	TRUE
20170921-A04	TRUE	0.373507311158688	TRUE	0.154611217168264	TRUE	TRUE	0.0319388439179116	0.118911261318149	FALSE	FALSE
20170921-A05	TRUE	0.341692197770984	TRUE	0.111628216822277	TRUE	TRUE	0.0322257824621967	0.10996396647948	FALSE	TRUE
20170921-A06	TRUE	0.313437304327296	TRUE	0.137007208872919	TRUE	TRUE	0.0304369572136589	0.0986429195646365	FALSE	TRUE
20170921-A07	TRUE	0.336606886875407	TRUE	0.117532518484986	TRUE	TRUE	0.0316348435205062	0.109087675617998	FALSE	TRUE
20170921-A08	TRUE	0.302383125894113	TRUE	0.0662514833855331	TRUE	TRUE	0.0524109362054681	0.139131324391638	FALSE	TRUE
20170921-A09	TRUE	0.319921433527838	TRUE	0.125280829749082	TRUE	TRUE	0.0347068950295754	0.12037613689891	FALSE	TRUE
20170921-A10	TRUE	0.305122375206804	TRUE	0.100955482311397	TRUE	TRUE	0.0341019242271124	0.102880381965962	FALSE	TRUE
20170921-A11	TRUE	0.308002605085655	TRUE	0.145653931466241	TRUE	TRUE	0.0306471966828917	0.105841234911492	FALSE	TRUE
20170921-A12	TRUE	0.327974531146452	TRUE	0.0522627874173026	TRUE	TRUE	0.0706812012958585	0.172718831241751	FALSE	TRUE
20170921-B01	TRUE	0.322086769783307	TRUE	0.0782586475610493	TRUE	TRUE	0.0393444666001994	0.113572214008355	FALSE	TRUE
20170921-B02	TRUE	0.389549030847165	TRUE	0.126502317315999	TRUE	TRUE	0.0310235132742502	0.126752843438955	FALSE	TRUE
20170921-B03	TRUE	0.30029276423422	TRUE	0.0930754181026367	TRUE	TRUE	0.0343007915567282	0.101720279388812	FALSE	TRUE
20170921-B04	TRUE	0.417479878203388	TRUE	0.199369045073987	FALSE	TRUE	0.0301502197749118	0.125046022345804	FALSE	FALSE
20170921-B05	TRUE	0.318743312329093	TRUE	0.0907370403011802	TRUE	TRUE	0.0353574748629617	0.104529230165283	FALSE	TRUE
20170921-B06	TRUE	0.411743169135014	TRUE	0.183576179675747	FALSE	TRUE	0.0331236025167698	0.120563974678688	FALSE	FALSE
20170921-B07	TRUE	0.332526229696116	TRUE	0.0848534272309373	TRUE	TRUE	0.0392743617761001	0.131077116512992	FALSE	TRUE
20170921-B08	TRUE	0.30637696894202	TRUE	0.0593848295831883	TRUE	TRUE	0.0563296715151297	0.147862816007448	FALSE	TRUE
20170921-B09	TRUE	0.310025661690471	TRUE	0.0921888918757939	TRUE	TRUE	0.0355635856327688	0.10673032013403	FALSE	TRUE
20170921-B10	TRUE	0.290954302650748	TRUE	0.0707439265659536	TRUE	TRUE	0.0484355558253164	0.129226260366299	FALSE	TRUE
