sample_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	filter_all
20170924-A01	TRUE	0.296320413850516	TRUE	0.0507361742556401	TRUE	TRUE	0.0608958760923383	0.131901097931509	FALSE	TRUE
20170924-A02	TRUE	0.408824189837862	TRUE	0.22354644287895	FALSE	FALSE	0.0304448647666677	0.108686355287407	FALSE	FALSE
20170924-A03	TRUE	0.299501535858149	TRUE	0.0472756129724936	TRUE	TRUE	0.0852258701555171	0.174820708099613	FALSE	TRUE
20170924-A04	TRUE	0.323367507475478	TRUE	0.0228269276145033	TRUE	TRUE	0.168832101069557	0.306763017609544	TRUE	TRUE
20170924-A05	TRUE	0.311145445584363	TRUE	0.0762595583337844	TRUE	TRUE	0.0477285352756003	0.110909202122508	FALSE	FALSE
20170924-A06	TRUE	0.260801564230271	TRUE	0.0887036537835136	TRUE	TRUE	0.0447300527073869	0.103013294125988	FALSE	TRUE
20170924-A07	TRUE	0.288023188744656	TRUE	0.0672132750745842	TRUE	TRUE	0.0505119453924915	0.112092343794923	FALSE	FALSE
20170924-A08	TRUE	0.26480809583153	TRUE	0.0894377902520105	TRUE	TRUE	0.042013960474774	0.0958229500415332	FALSE	TRUE
20170924-A09	TRUE	0.293174448933667	TRUE	0.061266692521866	TRUE	TRUE	0.0664903039894182	0.140039569393706	FALSE	TRUE
20170924-A10	TRUE	0.259696581608736	TRUE	0.0946142671249582	TRUE	TRUE	0.0446059752153447	0.102183428040606	FALSE	TRUE
20170924-A11	TRUE	0.277573670921156	TRUE	0.0910640859825483	TRUE	TRUE	0.0423011101847382	0.0984118982337002	FALSE	TRUE
20170924-A12	TRUE	0.311905771160425	TRUE	0.0880058041671128	TRUE	TRUE	0.0403724160559991	0.100024551732877	FALSE	FALSE
20170924-B01	TRUE	0.400627080192537	TRUE	0.188627295372881	FALSE	FALSE	0.0328865099863265	0.108090115402278	FALSE	FALSE
20170924-B02	TRUE	0.321189046502757	TRUE	0.0478728175472106	TRUE	TRUE	0.0713104816488482	0.147787218118061	FALSE	TRUE
20170924-B03	TRUE	0.28327989848826	TRUE	0.0802562872975277	TRUE	TRUE	0.0435156544700113	0.103421073772295	FALSE	TRUE
