sample_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	filter_all
20170910-A01	TRUE	0.473612455744038	FALSE	0.0756074048077051	TRUE	FALSE	0.0430988894764675	0.0940073160062873	FALSE	FALSE
20170910-A02	TRUE	0.337730476503404	TRUE	0.018879546834477	TRUE	TRUE	0.0653005974607916	0.0979589379793145	FALSE	TRUE
20170910-A03	FALSE	0.508064699752165	FALSE	0.0985907971004173	TRUE	FALSE	0.0496551226030118	0.115735563186867	FALSE	FALSE
20170910-A04	TRUE	0.353360283242677	TRUE	0.00588832945209219	TRUE	TRUE	0.239669421487603	0.220021096718779	FALSE	FALSE
20170910-A05	TRUE	0.427089225720053	TRUE	0.0534451920620049	TRUE	TRUE	0.0457134425261915	0.0889723558694181	FALSE	TRUE
20170910-A06	TRUE	0.322723625948972	TRUE	0.0177453794513819	TRUE	TRUE	0.0660954712362301	0.0964468689329887	FALSE	FALSE
20170910-A07	TRUE	0.30399828861654	TRUE	0.0159601748255215	TRUE	TRUE	0.0784435533969617	0.103272155035096	FALSE	TRUE
20170910-A08	TRUE	0.324952381997925	TRUE	0.0216133583239483	TRUE	TRUE	0.0658860045146727	0.0881982142096199	FALSE	TRUE
20170910-A09	FALSE	0.445447583937871	FALSE	0.0728044261278408	TRUE	FALSE	0.0564810540892115	0.107631358641556	FALSE	FALSE
20170910-A10	TRUE	0.324067142789703	TRUE	0.0173005547352037	TRUE	TRUE	0.0743420362797525	0.102898546709479	FALSE	TRUE
20170910-A11	TRUE	0.30665168738047	TRUE	0.0214099662283538	TRUE	TRUE	0.0601585770021395	0.086850027128584	FALSE	TRUE
20170910-A12	TRUE	0.381411294229983	TRUE	0.0240060674256043	TRUE	TRUE	0.0599236033741843	0.0972852118294401	FALSE	FALSE
20170910-B01	TRUE	0.341110580092472	TRUE	0.0175864458834161	TRUE	TRUE	0.0672751859364435	0.0925638104925026	FALSE	TRUE
