sample_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	filter_all
20170917-A01	TRUE	0.330936374806416	TRUE	0.0733168888097211	TRUE	TRUE	0.0312409221749809	0.0817719235725236	FALSE	TRUE
20170917-A02	TRUE	0.316845328852517	TRUE	0.0636106044876819	TRUE	TRUE	0.0351761792523197	0.0887746351234366	FALSE	TRUE
20170917-A03	FALSE	0.472855813094753	FALSE	0.308524507228611	FALSE	FALSE	0.0355228304742684	0.133028942888098	FALSE	FALSE
20170917-A04	FALSE	0.489448407590985	FALSE	0.255503669112742	FALSE	FALSE	0.0322369025283073	0.109463086039517	FALSE	FALSE
20170917-A05	TRUE	0.339788172335415	TRUE	0.047263592180665	TRUE	TRUE	0.0500071938009989	0.108324323221608	FALSE	TRUE
20170917-A06	TRUE	0.305352207961298	TRUE	0.0752438223255344	TRUE	TRUE	0.0358843641247939	0.088492859671899	FALSE	TRUE
20170917-A07	TRUE	0.305359342070292	TRUE	0.0645836813657601	TRUE	TRUE	0.0385828479882516	0.0940429406137995	FALSE	FALSE
20170917-A08	TRUE	0.280141277004645	TRUE	0.0507159837941003	TRUE	TRUE	0.0494718309859155	0.103442433939622	FALSE	TRUE
20170917-A09	TRUE	0.274571625308971	TRUE	0.0491954017736799	TRUE	TRUE	0.0540527989969584	0.113557133789814	FALSE	TRUE
20170917-A10	TRUE	0.363893196027471	TRUE	0.0865403499403759	TRUE	TRUE	0.0351681276791409	0.0891260609826911	FALSE	TRUE
20170917-A11	TRUE	0.284720279813422	TRUE	0.0691790404614088	TRUE	TRUE	0.0405914653842013	0.0934456386743737	FALSE	TRUE
20170917-A12	TRUE	0.312696062121986	TRUE	0.0634741745483072	TRUE	TRUE	0.0404133258430792	0.0981048490885523	FALSE	TRUE
20170917-B01	TRUE	0.32001438540547	TRUE	0.0788625719160133	TRUE	TRUE	0.0340620079932179	0.0881606962709772	FALSE	TRUE
20170917-B02	TRUE	0.327420655607687	TRUE	0.0781400782162629	TRUE	TRUE	0.032301366378884	0.089443586465688	FALSE	TRUE
20170917-B03	FALSE	0.505352419656946	FALSE	0.511887823013724	FALSE	FALSE	0.0449450795785698	0.213597254219756	FALSE	FALSE
20170917-B04	TRUE	0.327110349825068	TRUE	0.0531460931862948	TRUE	TRUE	0.0435821448416373	0.101451656852365	FALSE	FALSE
20170917-B05	TRUE	0.351184455320611	TRUE	0.0663116708289038	TRUE	TRUE	0.038893895555661	0.0903894773610738	FALSE	TRUE
20170917-B06	TRUE	0.332442825493151	TRUE	0.107021221975013	TRUE	TRUE	0.0317035141726302	0.0873998741137641	FALSE	TRUE
20170917-B07	TRUE	0.331814009753787	TRUE	0.0726629580207276	TRUE	TRUE	0.0407011185838241	0.09387503721244	FALSE	TRUE
20170917-B08	FALSE	0.384972071492314	TRUE	0.187649957798438	FALSE	FALSE	0.0349893027408568	0.121240780742211	FALSE	FALSE
