sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170915-A01	20170915	A01	1	1.153043371	50x dilution	NA18855	NA18511	18511_18855	00003
20170915-A02	20170915	A02	1	5.121623493	50x dilution	NA18855	NA18511	18511_18855	00002
20170915-A03	20170915	A03	1	4.587638016	50x dilution	NA18855	NA18511	18511_18855	00001
20170915-A04	20170915	A04	1	4.946386543	50x dilution	NA18855	NA18511	18511_18855	00049
20170915-A05	20170915	A05	1	4.971532334	50x dilution	NA18855	NA18511	18511_18855	00050
20170915-A06	20170915	A06	2	3.496414261	50x dilution	NA18855	NA18511	18511_18855	00051
20170915-A07	20170915	A07	1	1.160009662	50x dilution	NA18855	NA18511	18511_18855	00006
20170915-A08	20170915	A08	1	4.403077729	50x dilution	NA18855	NA18511	18511_18855	00005
20170915-A09	20170915	A09	1	4.450303938	50x dilution	NA18855	NA18511	18511_18855	00004
20170915-A10	20170915	A10	1	4.229026848	50x dilution	NA18855	NA18511	18511_18855	00052
20170915-A11	20170915	A11	7	1.298483362	50x dilution	NA18855	NA18511	18511_18855	00053
20170915-A12	20170915	A12	1	5.019743548	50x dilution	NA18855	NA18511	18511_18855	00054
20170915-B01	20170915	B01	1	3.757939183	50x dilution	NA18855	NA18511	18511_18855	00009
20170915-B02	20170915	B02	1	4.132932989	50x dilution	NA18855	NA18511	18511_18855	00008
20170915-B03	20170915	B03	1	4.373895893	50x dilution	NA18855	NA18511	18511_18855	00007
20170915-B04	20170915	B04	1	4.658206379	50x dilution	NA18855	NA18511	18511_18855	00055
20170915-B05	20170915	B05	1	5.289588016	50x dilution	NA18855	NA18511	18511_18855	00056
20170915-B06	20170915	B06	1	3.804837429	50x dilution	NA18855	NA18511	18511_18855	00057
20170915-B07	20170915	B07	1	4.269241599	50x dilution	NA18855	NA18511	18511_18855	00012
20170915-B08	20170915	B08	1	4.44646665	50x dilution	NA18855	NA18511	18511_18855	00011
20170915-B09	20170915	B09	0	0.834743248	50x dilution	NA18855	NA18511	18511_18855	00010
20170915-B10	20170915	B10	1	3.370721047	50x dilution	NA18855	NA18511	18511_18855	00058
20170915-B11	20170915	B11	1	0.872404144	50x dilution	NA18855	NA18511	18511_18855	00059
20170915-B12	20170915	B12	1	2.912596328	50x dilution	NA18855	NA18511	18511_18855	00060
20170915-C01	20170915	C01	1	3.127529188	50x dilution	NA18855	NA18511	18511_18855	00015
20170915-C02	20170915	C02	1	3.488828365	50x dilution	NA18855	NA18511	18511_18855	00014
20170915-C03	20170915	C03	1	4.937124523	50x dilution	NA18855	NA18511	18511_18855	00013
20170915-C04	20170915	C04	1	2.223729927	50x dilution	NA18855	NA18511	18511_18855	00061
20170915-C05	20170915	C05	1	4.607241674	50x dilution	NA18855	NA18511	18511_18855	00062
20170915-C06	20170915	C06	1	3.267846888	50x dilution	NA18855	NA18511	18511_18855	00063
20170915-C07	20170915	C07	1	5.206913446	50x dilution	NA18855	NA18511	18511_18855	00018
20170915-C08	20170915	C08	1	4.381653527	50x dilution	NA18855	NA18511	18511_18855	00017
20170915-C09	20170915	C09	1	0.876915779	50x dilution	NA18855	NA18511	18511_18855	00016
20170915-C10	20170915	C10	1	0.794338349	50x dilution	NA18855	NA18511	18511_18855	00064
20170915-C11	20170915	C11	1	4.256333571	50x dilution	NA18855	NA18511	18511_18855	00065
20170915-C12	20170915	C12	1	2.067003297	50x dilution	NA18855	NA18511	18511_18855	00066
20170915-D01	20170915	D01	1	3.239448956	50x dilution	NA18855	NA18511	18511_18855	00021
20170915-D02	20170915	D02	1	4.412400577	50x dilution	NA18855	NA18511	18511_18855	00020
20170915-D03	20170915	D03	1	5.578500452	50x dilution	NA18855	NA18511	18511_18855	00019
20170915-D04	20170915	D04	1	4.994263853	50x dilution	NA18855	NA18511	18511_18855	00067
20170915-D05	20170915	D05	5	2.112704334	50x dilution	NA18855	NA18511	18511_18855	00068
20170915-D06	20170915	D06	1	3.180610559	50x dilution	NA18855	NA18511	18511_18855	00069
20170915-D07	20170915	D07	1	4.808929712	50x dilution	NA18855	NA18511	18511_18855	00024
20170915-D08	20170915	D08	1	4.661762325	50x dilution	NA18855	NA18511	18511_18855	00023
20170915-D09	20170915	D09	1	1.519001287	50x dilution	NA18855	NA18511	18511_18855	00022
20170915-D10	20170915	D10	1	1.223545038	50x dilution	NA18855	NA18511	18511_18855	00070
20170915-D11	20170915	D11	1	3.627090772	50x dilution	NA18855	NA18511	18511_18855	00071
20170915-D12	20170915	D12	1	1.961771062	50x dilution	NA18855	NA18511	18511_18855	00072
20170915-E01	20170915	E01	1	3.736140757	50x dilution	NA18855	NA18511	18511_18855	00025
20170915-E02	20170915	E02	1	2.581285966	50x dilution	NA18855	NA18511	18511_18855	00026
20170915-E03	20170915	E03	1	4.479136369	50x dilution	NA18855	NA18511	18511_18855	00027
20170915-E04	20170915	E04	1	2.705424809	50x dilution	NA18855	NA18511	18511_18855	00075
20170915-E05	20170915	E05	1	5.290404022	50x dilution	NA18855	NA18511	18511_18855	00074
20170915-E06	20170915	E06	1	3.341126156	50x dilution	NA18855	NA18511	18511_18855	00073
20170915-E07	20170915	E07	1	3.929925409	50x dilution	NA18855	NA18511	18511_18855	00028
20170915-E08	20170915	E08	1	2.444480205	50x dilution	NA18855	NA18511	18511_18855	00029
20170915-E09	20170915	E09	1	3.634857069	50x dilution	NA18855	NA18511	18511_18855	00030
20170915-E10	20170915	E10	1	3.661626189	50x dilution	NA18855	NA18511	18511_18855	00078
20170915-E11	20170915	E11	1	1.690125602	50x dilution	NA18855	NA18511	18511_18855	00077
20170915-E12	20170915	E12	2	2.559816262	50x dilution	NA18855	NA18511	18511_18855	00076
20170915-F01	20170915	F01	1	3.663034462	50x dilution	NA18855	NA18511	18511_18855	00031
20170915-F02	20170915	F02	2	1.770041589	50x dilution	NA18855	NA18511	18511_18855	00032
20170915-F03	20170915	F03	1	4.602255648	50x dilution	NA18855	NA18511	18511_18855	00033
20170915-F04	20170915	F04	1	1.292711674	50x dilution	NA18855	NA18511	18511_18855	00081
20170915-F05	20170915	F05	1	4.68638263	50x dilution	NA18855	NA18511	18511_18855	00080
20170915-F06	20170915	F06	1	1.159404829	50x dilution	NA18855	NA18511	18511_18855	00079
20170915-F07	20170915	F07	1	1.585137488	50x dilution	NA18855	NA18511	18511_18855	00034
20170915-F08	20170915	F08	1	3.938148907	50x dilution	NA18855	NA18511	18511_18855	00035
20170915-F09	20170915	F09	1	1.080404132	50x dilution	NA18855	NA18511	18511_18855	00036
20170915-F10	20170915	F10	1	3.219994657	50x dilution	NA18855	NA18511	18511_18855	00084
20170915-F11	20170915	F11	1	4.932457921	50x dilution	NA18855	NA18511	18511_18855	00083
20170915-F12	20170915	F12	3	3.174805654	50x dilution	NA18855	NA18511	18511_18855	00082
20170915-G01	20170915	G01	1	3.47507073	50x dilution	NA18855	NA18511	18511_18855	00037
