sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170914-A01	20170914	A01	1	2.172401489	50x dilution	NA19101	NA19160	19101_19160	00003
20170914-A02	20170914	A02	1	1.796131002	50x dilution	NA19101	NA19160	19101_19160	00002
20170914-A03	20170914	A03	1	1.581656575	50x dilution	NA19101	NA19160	19101_19160	00001
20170914-A04	20170914	A04	1	1.17772697	50x dilution	NA19101	NA19160	19101_19160	00049
20170914-A05	20170914	A05	1	2.898708744	50x dilution	NA19101	NA19160	19101_19160	00050
20170914-A06	20170914	A06	1	2.879878708	50x dilution	NA19101	NA19160	19101_19160	00051
20170914-A07	20170914	A07	1	0.687866088	50x dilution	NA19101	NA19160	19101_19160	00006
20170914-A08	20170914	A08	1	0.665330914	50x dilution	NA19101	NA19160	19101_19160	00005
20170914-A09	20170914	A09	1	2.187735011	50x dilution	NA19101	NA19160	19101_19160	00004
20170914-A10	20170914	A10	1	1.863969352	50x dilution	NA19101	NA19160	19101_19160	00052
20170914-A11	20170914	A11	1	1.040192634	50x dilution	NA19101	NA19160	19101_19160	00053
20170914-A12	20170914	A12	1	2.90789589	50x dilution	NA19101	NA19160	19101_19160	00054
20170914-B01	20170914	B01	1	1.708493938	50x dilution	NA19101	NA19160	19101_19160	00009
20170914-B02	20170914	B02	1	1.756604139	50x dilution	NA19101	NA19160	19101_19160	00008
20170914-B03	20170914	B03	1	1.841027398	50x dilution	NA19101	NA19160	19101_19160	00007
20170914-B04	20170914	B04	1	1.332457165	50x dilution	NA19101	NA19160	19101_19160	00055
20170914-B05	20170914	B05	1	1.386058954	50x dilution	NA19101	NA19160	19101_19160	00056
20170914-B06	20170914	B06	1	0.755715479	50x dilution	NA19101	NA19160	19101_19160	00057
20170914-B07	20170914	B07	1	1.743928921	50x dilution	NA19101	NA19160	19101_19160	00012
20170914-B08	20170914	B08	1	0.922558087	50x dilution	NA19101	NA19160	19101_19160	00011
