sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170906-A01	20170906	A01	1	1.580624916	50x dilution	NA19098	NA19101	19101_19098	00003
20170906-A02	20170906	A02	1	0.480203729	50x dilution	NA19098	NA19101	19101_19098	00002
20170906-A03	20170906	A03	1	1.358749936	50x dilution	NA19098	NA19101	19101_19098	00001
20170906-A04	20170906	A04	1	2.01170273	50x dilution	NA19098	NA19101	19101_19098	00049
20170906-A05	20170906	A05	3	1.745030752	50x dilution	NA19098	NA19101	19101_19098	00050
20170906-A06	20170906	A06	1	1.598700651	50x dilution	NA19098	NA19101	19101_19098	00051
20170906-A07	20170906	A07	1	1.489683816	50x dilution	NA19098	NA19101	19101_19098	00006
20170906-A08	20170906	A08	1	1.943385117	50x dilution	NA19098	NA19101	19101_19098	00005
20170906-A09	20170906	A09	1	0.539921667	50x dilution	NA19098	NA19101	19101_19098	00004
20170906-A10	20170906	A10	2	2.031814801	50x dilution	NA19098	NA19101	19101_19098	00052
20170906-A11	20170906	A11	5	1.337479099	50x dilution	NA19098	NA19101	19101_19098	00053
20170906-A12	20170906	A12	1	1.964340908	50x dilution	NA19098	NA19101	19101_19098	00054
20170906-B01	20170906	B01	1	2.057761393	50x dilution	NA19098	NA19101	19101_19098	00009
20170906-B02	20170906	B02	1	1.856244498	50x dilution	NA19098	NA19101	19101_19098	00008
20170906-B03	20170906	B03	1	2.085501961	50x dilution	NA19098	NA19101	19101_19098	00007
20170906-B04	20170906	B04	1	1.88314521	50x dilution	NA19098	NA19101	19101_19098	00055
20170906-B05	20170906	B05	1	1.884879687	50x dilution	NA19098	NA19101	19101_19098	00056
20170906-B06	20170906	B06	1	0.993522254	50x dilution	NA19098	NA19101	19101_19098	00057
20170906-B07	20170906	B07	1	2.048879288	50x dilution	NA19098	NA19101	19101_19098	00012
20170906-B08	20170906	B08	1	1.803041139	50x dilution	NA19098	NA19101	19101_19098	00011
20170906-B09	20170906	B09	1	2.097791739	50x dilution	NA19098	NA19101	19101_19098	00010
20170906-B10	20170906	B10	1	0.085200314	50x dilution	NA19098	NA19101	19101_19098	00058
20170906-B11	20170906	B11	1	0.413378459	50x dilution	NA19098	NA19101	19101_19098	00059
20170906-B12	20170906	B12	1	1.633390557	50x dilution	NA19098	NA19101	19101_19098	00060
20170906-C01	20170906	C01	1	1.950261869	50x dilution	NA19098	NA19101	19101_19098	00015
20170906-C02	20170906	C02	1	2.003144965	50x dilution	NA19098	NA19101	19101_19098	00014
20170906-C03	20170906	C03	1	1.94794324	50x dilution	NA19098	NA19101	19101_19098	00013
20170906-C04	20170906	C04	1	1.656438967	50x dilution	NA19098	NA19101	19101_19098	00061
20170906-C05	20170906	C05	1	1.947268121	50x dilution	NA19098	NA19101	19101_19098	00062
20170906-C06	20170906	C06	1	1.355780263	50x dilution	NA19098	NA19101	19101_19098	00063
20170906-C07	20170906	C07	1	1.682901629	50x dilution	NA19098	NA19101	19101_19098	00018
20170906-C08	20170906	C08	1	1.722405229	50x dilution	NA19098	NA19101	19101_19098	00017
20170906-C09	20170906	C09	1	1.616751891	50x dilution	NA19098	NA19101	19101_19098	00016
20170906-C10	20170906	C10	1	0.556472253	50x dilution	NA19098	NA19101	19101_19098	00064
20170906-C11	20170906	C11	1	1.664351474	50x dilution	NA19098	NA19101	19101_19098	00065
20170906-C12	20170906	C12	1	1.070927172	50x dilution	NA19098	NA19101	19101_19098	00066
20170906-D01	20170906	D01	1	2.282918631	50x dilution	NA19098	NA19101	19101_19098	00021
20170906-D02	20170906	D02	1	2.182188609	50x dilution	NA19098	NA19101	19101_19098	00020
20170906-D03	20170906	D03	1	0.556701123	50x dilution	NA19098	NA19101	19101_19098	00019
20170906-D04	20170906	D04	1	0.310507753	50x dilution	NA19098	NA19101	19101_19098	00067
20170906-D05	20170906	D05	1	1.788241396	50x dilution	NA19098	NA19101	19101_19098	00068
20170906-D06	20170906	D06	2	0.706863952	50x dilution	NA19098	NA19101	19101_19098	00069
20170906-D07	20170906	D07	1	1.418424749	50x dilution	NA19098	NA19101	19101_19098	00024
20170906-D08	20170906	D08	1	1.801000707	50x dilution	NA19098	NA19101	19101_19098	00023
20170906-D09	20170906	D09	1	0.516883959	50x dilution	NA19098	NA19101	19101_19098	00022
20170906-D10	20170906	D10	1	2.152192952	50x dilution	NA19098	NA19101	19101_19098	00070
20170906-D11	20170906	D11	1	2.536027402	50x dilution	NA19098	NA19101	19101_19098	00071
20170906-D12	20170906	D12	1	1.872119148	50x dilution	NA19098	NA19101	19101_19098	00072
20170906-E01	20170906	E01	1	0.516760708	50x dilution	NA19098	NA19101	19101_19098	00025
20170906-E02	20170906	E02	7	1.662303327	50x dilution	NA19098	NA19101	19101_19098	00026
20170906-E03	20170906	E03	1	0.528432416	50x dilution	NA19098	NA19101	19101_19098	00027
20170906-E04	20170906	E04	1	2.192028055	50x dilution	NA19098	NA19101	19101_19098	00075
20170906-E05	20170906	E05	1	0.980466374	50x dilution	NA19098	NA19101	19101_19098	00074
